,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Engine Type,Condition,age_group,Price_groub,Views Performance
999,Cabin Boat,Maril power boats,Used boat,2001,9.0,2.7,GRP,125,49450.0,Netherlands, In verkoophaven,,Used,Old (built between 2000-2017),Medium (44290-250000),Average (70-170)
1001,Flybridge,Princess power boats,"Used boat,Diesel",1978,12.55,3.96,GRP,76,52644.149999999994,UnitedKingdom," Chatham, Royaume Uni",Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
1002,Deck Boat,Jeanneau power boats,Used boat,0,9.53,3.07,GRP,69,52591.5,UnitedKingdom," Southampton, Royaume Uni",,Used,,Medium (44290-250000),Low (less than 70)
1003,Trawler,Linssen power boats,"Used boat,Diesel",1988,9.65,3.15,GRP,94,52591.5,UnitedKingdom," Dover, Royaume Uni",Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
1004,Sport Boat,Fairline power boats,"Used boat,Diesel",1993,10.0,3.36,GRP,89,49300.0,Spain, Murcia,Diesel,Used,Very Old (built before 2000),Medium (44290-250000),Average (70-170)
1005,Sport Boat,Sensation power boats,"new boat from stock,Unleaded",2019,7.28,2.5,GRP,59,49300.0,Germany, im Vorlauf,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
1006,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2019,6.95,2.54,Plastic,158,49900.0,Other, Budapest,Unleaded,Used,Modern (built after 2018),Medium (44290-250000),Average (70-170)
1007,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.64,2.66,PVC,36,49900.0,France," PORT LEUCATE, France",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
1009,Runabout,Kaiser Bootsmanufaktur power boats,"Used boat,Unleaded",2020,5.2,1.95,Wood,139,49900.0,Other, Straubing Bayern,Unleaded,Used,Modern (built after 2018),Medium (44290-250000),Average (70-170)
1010,Runabout,Kaiser Bootsmanufaktur power boats,"Used boat,Unleaded",2020,5.6,1.95,Wood,279,49900.0,Other, Straubing Bayern,Unleaded,Used,Modern (built after 2018),Medium (44290-250000),Good (more than 170)
1011,Cabin Boat,Eolo power boats,"new boat from stock,Unleaded",2020,6.5,2.55,GRP,119,49900.0,Germany, Stadtprozelten ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
1012,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.48,2.5,GRP,68,49900.0,France," ARZON, France",Unleaded,Used,Old (built between 2000-2017),Medium (44290-250000),Low (less than 70)
1013,Cabin Boat,Finnmaster power boats,"new boat from stock,Unleaded",2020,6.35,2.29,GRP,89,49890.0,Germany, Ostsee ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Average (70-170)
1014,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.99,2.21,GRP,194,54998.4,Switzerland, Luganersee ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Good (more than 170)
1015,Pilothouse,Flipper power boats,new boat from stock,2019,6.6,2.48,GRP,186,54978.0,Switzerland, Vierwaldst¤ttersee ,,new,Modern (built after 2018),Medium (44290-250000),Good (more than 170)
1016,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,70,49850.0,Germany, Bayern ,Unleaded,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
1017,Sport Boat,Sea Ray power boats,new boat from stock,2019,5.97,2.54,GRP,54,49850.0,Germany, Bayern ,,new,Modern (built after 2018),Medium (44290-250000),Low (less than 70)
